,inputs,outputs,intention
1764,"[0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.06451612903225806, 0, 0, 0.2222222222222222]","[0, 0, 0, 1]",wall move
1765,"[0, 0, 2.0, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",food move
1766,"[0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.06451612903225806, 0, 0, 0.2222222222222222]","[0, 0, 0, 1]",wall move
1767,"[0, 0, 2.0, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",food move
1768,"[0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.06451612903225806, 0, 0, 0.2222222222222222]","[0, 0, 0, 1]",wall move
1769,"[0, 0, 2.0, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",food move
1770,"[0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.06451612903225806, 0, 0, 0.2222222222222222]","[0, 0, 0, 1]",wall move
1771,"[0, 0, 2.0, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",food move
1772,"[1, 0, 0.03389830508474576, 0, 0, 0.6666666666666666, 0, 0, 0.05405405405405406, 0, 0, 2.0, 0, 0, 0.6666666666666666, 0, 1, 0.05405405405405406, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
1773,"[0, 0, 0.03389830508474576, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 2.0]","[0, 1, 0, 0]",wall move
1774,"[0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.06451612903225806, 0, 0, 0.2222222222222222]","[0, 0, 0, 1]",wall move
1775,"[0, 0, 2.0, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",food move
1776,"[0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.06451612903225806, 0, 0, 0.2222222222222222]","[0, 0, 0, 1]",wall move
1777,"[0, 0, 2.0, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",food move
1778,"[0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.06451612903225806, 0, 0, 0.2222222222222222]","[0, 0, 0, 1]",wall move
1779,"[0, 0, 2.0, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",food move
1780,"[0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.06451612903225806, 0, 0, 0.2222222222222222]","[0, 0, 0, 1]",wall move
1781,"[0, 0, 2.0, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",food move
1782,"[0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.06451612903225806, 0, 0, 0.2222222222222222]","[0, 0, 0, 1]",wall move
1783,"[0, 0, 2.0, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",food move
1784,"[0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.06451612903225806, 0, 0, 0.2222222222222222]","[0, 0, 0, 1]",wall move
1785,"[0, 0, 2.0, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",food move
1786,"[0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.06451612903225806, 0, 0, 0.2222222222222222]","[0, 0, 0, 1]",wall move
1787,"[0, 0, 2.0, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",food move
1788,"[0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.06451612903225806, 0, 0, 0.2222222222222222]","[0, 0, 0, 1]",wall move
1789,"[0, 0, 2.0, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",food move
1790,"[0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.06451612903225806, 0, 0, 0.2222222222222222]","[0, 0, 0, 1]",wall move
1791,"[0, 0, 2.0, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",food move
1792,"[0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.06451612903225806, 0, 0, 0.2222222222222222]","[0, 0, 0, 1]",wall move
1793,"[0, 0, 2.0, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",food move
1794,"[0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.06451612903225806, 0, 0, 0.2222222222222222]","[0, 0, 0, 1]",wall move
1795,"[0, 0, 0.06060606060606061, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.07407407407407407, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.07407407407407407, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
1796,"[0, 0, 0.08, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.05714285714285714, 0, 0, 0.08, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",munch
1797,"[0, 1, 0.09523809523809523, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.05128205128205128, 0, 0, 0.09523809523809523, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 1, 0, 0]",munch
1798,"[0, 0, 0.2857142857142857, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03773584905660377, 0, 0, 0.2857142857142857, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
1799,"[0, 0, 0.2857142857142857, 0, 0, 0.08, 1, 0, 0.13333333333333333, 0, 1, 0.03773584905660377, 0, 0, 0.2857142857142857, 0, 0, 0.2857142857142857, 0, 0, 0.08, 0, 0, 0.13333333333333333]","[1, 0, 0, 0]",food move
1800,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
1801,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
1802,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
1803,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
1804,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
1805,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
1806,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
1807,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
1808,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
1809,"[1, 0, 0.2222222222222222, 0, 0, 0.08, 0, 0, 0.13333333333333333, 0, 1, 0.0392156862745098, 0, 0, 0.2222222222222222, 1, 0, 0.2222222222222222, 0, 0, 0.08, 0, 0, 0.13333333333333333]","[1, 0, 0, 0]",munch
1810,"[0, 0, 2.0, 0, 0, 0.07407407407407407, 1, 0, 0.15384615384615385, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.07407407407407407, 1, 0, 0.15384615384615385]","[1, 0, 0, 0]",food move
1811,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
1812,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 1, 0.18181818181818182]","[0, 0, 0, 1]",wall move
1813,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
1814,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
1815,"[0, 0, 2.0, 0, 0, 0.08, 0, 0, 0.13333333333333333, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.08, 1, 0, 0.13333333333333333]","[0, 0, 0, 1]",wall move
1816,"[0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222]","[0, 0, 0, 1]",wall move
1817,"[0, 0, 0.6666666666666666, 0, 0, 0.09523809523809523, 1, 0, 0.10526315789473684, 0, 1, 0.03508771929824561, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684]","[1, 0, 0, 0]",food move
1818,"[0, 0, 0.6666666666666666, 0, 0, 0.09523809523809523, 1, 0, 0.10526315789473684, 0, 1, 0.03508771929824561, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684]","[1, 0, 0, 0]",food move
1819,"[1, 0, 0.4, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684, 0, 1, 0.03636363636363636, 0, 0, 0.4, 1, 0, 0.4, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684]","[1, 0, 0, 0]",munch
1820,"[0, 0, 2.0, 0, 0, 0.07407407407407407, 0, 0, 0.15384615384615385, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.07407407407407407, 1, 0, 0.15384615384615385]","[0, 0, 0, 1]",wall move
1821,"[0, 0, 0.4, 0, 0, 0.09523809523809523, 1, 0, 0.10526315789473684, 0, 1, 0.03636363636363636, 0, 0, 0.4, 1, 0, 0.4, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684]","[1, 0, 0, 0]",food move
1822,"[0, 0, 2.0, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",food move
1823,"[0, 0, 2.0, 0, 0, 0.09523809523809523, 1, 0, 0.10526315789473684, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684]","[1, 0, 0, 0]",food move
1824,"[0, 0, 0.2857142857142857, 0, 0, 0.2222222222222222, 1, 0, 0.06451612903225806, 0, 1, 0.03773584905660377, 0, 0, 0.2857142857142857, 0, 0, 0.2857142857142857, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",food move
1825,"[0, 0, 0.05128205128205128, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.09523809523809523, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.09523809523809523]","[1, 0, 0, 0]",wall move
1826,"[0, 0, 0.2857142857142857, 0, 0, 0.09523809523809523, 1, 0, 0.10526315789473684, 0, 1, 0.03773584905660377, 0, 0, 0.2857142857142857, 1, 0, 0.2857142857142857, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684]","[1, 0, 0, 0]",food move
1827,"[1, 0, 0.4, 0, 0, 0.13333333333333333, 0, 0, 0.08, 0, 1, 0.03636363636363636, 0, 0, 0.4, 0, 0, 0.4, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",munch
1828,"[1, 0, 0.18181818181818182, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806, 0, 1, 0.04081632653061224, 0, 0, 0.2222222222222222, 0, 0, 0.18181818181818182, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",munch
1829,"[0, 0, 2.0, 0, 0, 0.18181818181818182, 1, 0, 0.06896551724137931, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931]","[1, 0, 0, 0]",food move
1830,"[0, 0, 0.07407407407407407, 0, 0, 0.6666666666666666, 1, 0, 0.05405405405405406, 0, 1, 0.06060606060606061, 0, 0, 0.6666666666666666, 1, 0, 0.07407407407407407, 0, 0, 0.6666666666666666, 0, 0, 0.06060606060606061]","[1, 0, 0, 0]",food move
1831,"[0, 0, 2.0, 0, 0, 0.2857142857142857, 1, 0, 0.06060606060606061, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.2857142857142857, 0, 0, 0.06060606060606061]","[1, 0, 0, 0]",food move
1832,"[0, 0, 2.0, 0, 0, 0.2857142857142857, 1, 0, 0.06060606060606061, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.2857142857142857, 0, 0, 0.06060606060606061]","[1, 0, 0, 0]",food move
1833,"[0, 0, 2.0, 0, 0, 0.4, 1, 0, 0.05714285714285714, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.4, 0, 0, 0.05714285714285714]","[1, 0, 0, 0]",food move
1834,"[1, 0, 0.6666666666666666, 0, 0, 0.2857142857142857, 0, 0, 0.06060606060606061, 0, 1, 0.03508771929824561, 0, 0, 0.6666666666666666, 1, 0, 0.6666666666666666, 0, 0, 0.2857142857142857, 0, 0, 0.06060606060606061]","[1, 0, 0, 0]",munch
1835,"[0, 0, 2.0, 0, 0, 0.15384615384615385, 0, 0, 0.07407407407407407, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.15384615384615385, 1, 0, 0.07407407407407407]","[0, 0, 0, 1]",wall move
1836,"[0, 0, 2.0, 0, 0, 0.2857142857142857, 1, 0, 0.06060606060606061, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.2857142857142857, 0, 0, 0.06060606060606061]","[1, 0, 0, 0]",food move
1837,"[0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05128205128205128]","[0, 1, 0, 0]",wall move
1838,"[1, 0, 0.06451612903225806, 0, 0, 0.07407407407407407, 0, 0, 0.15384615384615385, 0, 1, 0.06896551724137931, 0, 0, 0.07407407407407407, 0, 0, 0.15384615384615385, 0, 0, 0.07407407407407407, 0, 0, 0.15384615384615385]","[1, 0, 0, 0]",munch
1839,"[0, 0, 0.6666666666666666, 0, 0, 0.4, 1, 0, 0.05714285714285714, 0, 1, 0.03508771929824561, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666, 0, 0, 0.4, 0, 0, 0.05714285714285714]","[1, 0, 0, 0]",food move
1840,"[0, 0, 0.08, 0, 0, 0.2857142857142857, 1, 0, 0.06060606060606061, 0, 1, 0.05714285714285714, 0, 0, 0.2857142857142857, 1, 0, 0.08, 0, 0, 0.2857142857142857, 0, 0, 0.06060606060606061]","[1, 0, 0, 0]",food move
1841,"[0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05128205128205128]","[0, 1, 0, 0]",wall move
1842,"[1, 0, 0.046511627906976744, 0, 0, 0.6666666666666666, 0, 0, 0.05405405405405406, 0, 1, 0.11764705882352941, 0, 0, 0.6666666666666666, 0, 0, 0.05405405405405406, 0, 0, 0.6666666666666666, 0, 0, 0.11764705882352941]","[1, 0, 0, 0]",munch
1843,"[1, 0, 0.06896551724137931, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684, 0, 1, 0.06451612903225806, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684]","[1, 0, 0, 0]",munch
1844,"[1, 0, 0.08695652173913043, 0, 0, 0.2857142857142857, 0, 0, 0.06060606060606061, 0, 1, 0.05405405405405406, 0, 0, 0.2857142857142857, 0, 0, 0.08695652173913043, 0, 0, 0.2857142857142857, 0, 0, 0.06060606060606061]","[1, 0, 0, 0]",munch
1845,"[1, 0, 0.15384615384615385, 0, 0, 0.4, 0, 0, 0.05714285714285714, 0, 1, 0.0425531914893617, 0, 0, 0.4, 0, 0, 0.15384615384615385, 0, 0, 0.4, 0, 0, 0.05714285714285714]","[1, 0, 0, 0]",munch
1846,"[0, 0, 0.6666666666666666, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.03508771929824561, 0, 0, 2.0, 0, 0, 0.6666666666666666, 0, 0, 2.0, 1, 0, 0.05128205128205128]","[1, 0, 0, 0]",wall move
1847,"[1, 0, 0.04878048780487805, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684, 0, 1, 0.10526315789473684, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684, 0, 0, 0.10526315789473684, 0, 0, 0.10526315789473684]","[1, 0, 0, 0]",munch
1848,"[1, 0, 0.06451612903225806, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684, 0, 1, 0.06896551724137931, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684]","[1, 0, 0, 0]",munch
1849,"[0, 0, 0.03773584905660377, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.2857142857142857]","[1, 0, 0, 0]",wall move
1850,"[0, 0, 0.046511627906976744, 1, 0, 0.08, 0, 0, 0.13333333333333333, 0, 1, 0.11764705882352941, 0, 0, 0.08, 0, 0, 0.13333333333333333, 0, 0, 0.11764705882352941, 0, 0, 0.13333333333333333]","[1, 0, 0, 0]",food move
1851,"[1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
1852,"[1, 0, 0.03773584905660377, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684, 0, 1, 0.2857142857142857, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684, 0, 0, 0.2857142857142857, 0, 0, 0.2857142857142857]","[1, 0, 0, 0]",munch
1853,"[0, 0, 0.03508771929824561, 0, 0, 0.08695652173913043, 1, 0, 0.11764705882352941, 0, 1, 0.6666666666666666, 0, 0, 0.08695652173913043, 1, 0, 0.11764705882352941, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666]","[1, 0, 0, 0]",munch
1854,"[1, 0, 0.04878048780487805, 0, 0, 0.4, 0, 0, 0.05714285714285714, 0, 1, 0.10526315789473684, 0, 0, 0.4, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 0.10526315789473684]","[1, 0, 0, 0]",munch
1855,"[1, 0, 0.03636363636363636, 0, 0, 0.08, 0, 0, 0.13333333333333333, 0, 1, 0.4, 0, 0, 0.08, 0, 0, 0.13333333333333333, 0, 0, 0.4, 0, 0, 0.4]","[1, 0, 0, 0]",munch
1856,"[1, 0, 0.04081632653061224, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 1, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.18181818181818182]","[1, 0, 0, 0]",munch
1857,"[1, 0, 0.05405405405405406, 0, 0, 0.2857142857142857, 0, 0, 0.06060606060606061, 0, 1, 0.08695652173913043, 0, 0, 0.2857142857142857, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 0.08695652173913043]","[1, 0, 0, 0]",munch
1858,"[0, 0, 0.0425531914893617, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.15384615384615385, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.15384615384615385]","[1, 0, 0, 0]",wall move
1859,"[1, 0, 0.03389830508474576, 0, 0, 0.13333333333333333, 0, 0, 0.08, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 0.08, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
1860,"[0, 0, 0.04878048780487805, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.10526315789473684, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.10526315789473684]","[1, 0, 0, 0]",wall move
1861,"[0, 0, 0.4, 0, 0, 0.09523809523809523, 1, 0, 0.10526315789473684, 0, 1, 0.03636363636363636, 0, 0, 0.4, 0, 0, 0.4, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684]","[1, 0, 0, 0]",food move
1862,"[1, 0, 0.06896551724137931, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684, 0, 1, 0.06451612903225806, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684]","[1, 0, 0, 0]",munch
1863,"[0, 0, 0.4, 0, 0, 0.2222222222222222, 1, 0, 0.06451612903225806, 0, 1, 0.03636363636363636, 0, 0, 0.4, 0, 0, 0.4, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",food move
1864,"[1, 0, 0.03636363636363636, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806, 0, 1, 0.4, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806, 0, 0, 0.4, 0, 0, 0.4]","[1, 0, 0, 0]",munch
1865,"[0, 1, 0.05128205128205128, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.09523809523809523, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.09523809523809523, 0, 0, 0.18181818181818182]","[0, 1, 0, 0]",munch
1866,"[0, 1, 0.05128205128205128, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.09523809523809523, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.09523809523809523, 0, 0, 0.18181818181818182]","[0, 1, 0, 0]",munch
